username,text,likes,created_at
najmeh_jahromi_65,سلام،عیدتون مبارک.مرسی یلدا جان ازت.💙 نجمه هستم.سی و ششم رو پر میکنم.زبان انگلیسی خوندم و مدرس هستم.ساکن شیراز.با رابطه لانگ دیستنس اکی نیستم.به فلسفه،روانشناسی و علوم شناختی رفتاری علاقه دارم.فیلم میبینم گاهی،پادکست گوش میدم،گاهی کتاب...عاشق آشپزی، سفر،موسیقی،رقص، پیاده روی و طبیعتم.دختر پر انرژی،همدل و خوش قلبی هستم.ساید تاریکم دارم که برا کم رنگ شدنش از تراپیستم کمک میگیرم.برام بیان حس خیلی مهمه،دوست دارم با فردی در رابطه باشم که ترتیب الویتامون شبیه باشه و کسی که بتونه برا رابطه وقت بزاره، احساساتش چه شادی،غم ،هر چی...رو حس کنه،بپذیره و بتونه بیانشون کنه.در کل رابطه ای که توش طرح و حل مساله داشته باشیم و به رشد هم کمک کنیم.و برآیندش آرامش باشه.💙😊🦋🌱,36,"3/22/2022, 9:21:12 AM"
shahriari.firouzeh,سلام فیروزه هستم (ترک قشقایی) ۳۰ سالمه مهندس مکانیکم و شاغل ،ساکن شیراز هستم اهل طبیعتم و گشت و گزار و از بحث و مکالمه درمورد وضوعات اجتماعی گرفته تا فلسفیلذت میبرم ... آدم میانه رو هستم بسته به شرایط برونگرا یا درونگرا هستم ...😊دوست ندارم وقتم رو بی هدف و برنامه ببرم جلو و دنبال پارتنری هستم که بتونیم هم فکر و همراه باشیم  در این مسیر کوتاه زندگی 🤗,14,"3/22/2022, 9:21:03 AM"
shimayh,@parisa____alavi @sanaeemhmd_jim سلاطینِ سینگل 😹 یکی باید خودمو تگ کنه😹 ولی بیشتر از خودم فکر شمام😑😒,9,"3/22/2022, 9:21:03 AM"
puorad,خیلی وقت بود پیجتو دنبال نکرده بودم,0,"3/22/2022, 9:21:02 AM"
tarane_tgh,می خوام امسال و سالای دیگم با یارم بسازم,14,"3/22/2022, 9:21:02 AM"
_neginbadihi_,@rezvnu میخوای شانست رو یبار دیگه امتحان کنم؟😂,1,"3/22/2022, 9:20:53 AM"
sara_sabzevarii,@saramohammadee,0,"3/22/2022, 9:20:53 AM"
puorad,چقدر تغییر کردین,0,"3/22/2022, 9:20:39 AM"
_aaa____aaa____,سلام من سی و نه سالمه وکیل و ساکن مشهد هستم اوقات فراغتم با کتاب فیلم موسیقی سفر و پیاده روی میگذره برام مهمه که طرف مقابلم از لحاظ موقعیت اجتماعی در حد خودم باشه اهل سیگار و قلیون نباشه بامزه و شیطون قابل اعتماد مهربون و بااخلاق و اهل سفر باشه و در نهایت رابطه براش مهم باشه و تلاش کنیم برای بهتر شدنش,31,"3/22/2022, 9:19:56 AM"
_fatemeeh_kh,خب من که پارتنر دارم، پست رو استوری کردم برای سینگل‌های صفحه ام🤭,8,"3/22/2022, 9:19:55 AM"
alisalehi110,سلام علی هستم بیست و هشت سالی سن دارم، ترکی و عربی رو به خوبی فارسی صحبت می کنم، یه خرده برنامه نویس هستم که از این راه امرار معاش می کنم، دیوونه فیلم دیدن هستم، عاشق موسیقی هستم مخصوصا موسیقی فولکلور کشورها، علاقه مند به مهاجرت هم هستم 😬 زندگی رو هم کلا سخت نمیگیرم...,9,"3/22/2022, 9:22:24 AM"
pooriamasoumi,خانم دکترای ما کجان پس😁😁😁,2,"3/22/2022, 9:22:11 AM"
_pariaa_,من بیش از 7 ساله که عاشق و متاهلم... اما هربار میشینم کامنت های این پست ها رو میخونم... خیلی واسم جالبه خوندن معرفی آدم ها از خودشون... برام پر از دریافته و لذت از بودن اینهمه آدم حسابی و قشنگ تو دنیا 😍❤️🌱,0,"3/22/2022, 9:22:05 AM"
farzane0373,@delara_aghdam 👏👏👏👏,1,"3/22/2022, 9:21:51 AM"
fereshteh_saleki32,چه کار قشنگی 😍😍😍,0,"3/22/2022, 9:24:39 AM"
yaldarta,@shima.kamalpoor 😍😍😍,5,"3/22/2022, 9:24:00 AM"
nc__rad,به جان خودم این هشتک جهانی میشه حالا ببین😂 #دیت_من_کجاست,6,"3/22/2022, 9:23:51 AM"
tinakarimiii,نمیدونم چرا خوندن کامنت ها انقدر کیف میده من مجرد نیستم ولی هر بار پست دیت میذاری با کله میام کامنت ها رو با دقت میخونم 😁🤪,1,"3/22/2022, 9:23:43 AM"
sanaeemhmd_jim,@shimayh 😂😂😂😂😶😶😶نه تنها کمکی نکردی بلکه رسوامونم کردی,2,"3/22/2022, 9:23:37 AM"
mehr_nooush,@pegah__safa پست دیت یابیه عزیزم دست به کار شو :)) پسرای خوبی تو پیج یلدا هست,1,"3/22/2022, 9:23:30 AM"
afsane_np_73,مممن امسال 🖐,1,"3/22/2022, 9:23:17 AM"
hsamadi7,"سلام، سال نو مبارك 🌱
حميده ام، ٣١ سالمه و تهران زندگي مي كنم.
سن برام اولويت زيادي نداره ولي چون خودم شخصيت مستقلي دارم، بودن با يه پسر مستقل با حس مسئوليت اولويت برام كه البته اهل گفتگو باشه و باهاش حرفم بياد 😃😊
معماري خوندم، كار مي كنم و سعيمو مي كنم تايم هاي خالي مو از زندگي لذت ببرم، عاشق سفر، سينما، پازل، پادكست، كافه و رستوران گردي و كلا كاراي هيجان انگيزم.
خيلي با آدم هايي كه صرفا زندگي رو در كار و بعد استراحت مي بينن نمي تونم كنار بيام چون چند وجهي ام و ترجيح ميدم تا جايي كه ميشه لذت برد و ديد و شنيد.
در حال حاضر دوست دارم با كسي كه شناخت درستي از خودش داره تعامل كنم، وقت بگذرونم و تجربه جديد كسب كنم، خوشحال ميشم اگر ايده هامون نزديك هم بود با هم معاشرت كنيم 🙂",8,"3/22/2022, 9:23:13 AM"
omidjobs,شاد باشیییددد,0,"3/22/2022, 9:23:12 AM"
afsaneh_talebi73,@nassimmii عزیزمی😍,1,"3/22/2022, 9:23:06 AM"
afsaneh_talebi73,@m0l00dm فدااااتتت دست به دست کنین برسه به اصل کاری😂,1,"3/22/2022, 9:22:55 AM"
elham_shams90,ولی این عادلانه نیست زمان ما این چیزا نبود🥲,0,"3/22/2022, 9:22:48 AM"
miss.behgol194,سلام. عیدتون مبارک. بیست و نه سالمه استان همدان. ارشد مدیریت دارم و تصمیم  برای کنکور دکتری سال جاری.و گ فتن ندرک زبانم. اگه تونستم مهاجرت و اگه هم‌جور نشد همین ایران. ی دوست و هم صحبت ک پایان روزهای پرفشار و خسته کننده یا حتی روزهای پرهیجان و لذت بخش باهم صحبت کنیم و انگیزه زندگی بهم بده. لذت درک شدن و مورد محبت قرار گرفتن رو در کنار هم داشته باشیم. موقیعت جغرافیایی برام مسیله مهمی‌نیست. چیزی ک برام مهمه طرف فیلم بازی نکنه و شخصیت واقعی داشته باشه و  انسانیت براش معنا شده باشه.,6,"3/22/2022, 9:26:47 AM"
shimayh,@sanaeemhmd_jim از ما همیِه😂 از خداتم باشه پرروووو😑 هی میگی به فکرم باش به فکرم باش😒 به فکرتم دیگه,1,"3/22/2022, 9:26:43 AM"
amir.test.ni,سلام، امیر هستم از مشهد، سی و سه ساله، ارشد برق، علایقم:موسیقی،کار،سینما،طبیعت،کار،آدما، قصه ها، کار😄,20,"3/22/2022, 9:26:27 AM"
sally.t_1111,همه دخترن که 😢,7,"3/22/2022, 9:26:08 AM"
mali_rze,@caraerfanian,1,"3/22/2022, 9:26:03 AM"
maede_heidarii,یلدا جان جدای از اینکه با کلی ترس و لرز از ول کردن دوباره زبان باهات زبان رو شروع کردم و چقدر خوشحالم که پای برنامم‌موندم و الان کلی مطلب جدید بلدم میخوام باز هم با کلی ابهام از اینکه واقعا میشه زیر یه پست با یه کامنت پارتنری پیدا کرد خودم رو معرفی کنم البته با دیدن پیجم خیلی چیزا مشخص میشه ؛ مائده هستم ۲۵سالمه و معلم پایه چهارم ؛ تهران هستم و برام مهمه طرف مقابلم هم تهران باشه,0,"3/22/2022, 9:26:03 AM"
rezvnu,@_neginbadihi_ نهههه،زخمای قبلی هنوز خوب نشدن😂😂😂,3,"3/22/2022, 9:25:57 AM"
setareh_sh742,سلام عیدتون مبارک، ستاره هستم 26 ساله، معلم..لیسانس دارم، به کتاب خوندن، مسافرت، موزیک علاقه زیادی دارم هم چنین گل و گیاه،، و ورزش کردن رو خیلی دوست دارم همیشه انجام میدم  دختر  پر شوری هستم. بیشتر وقتها هم تنهایی دوست دارم هم تو جمع بودن  رو.. دنبال رابطه ی بی نقص نیستم چون معتقدم وجود نداره باید رابطه رو ساخت و براش تلاش کرد...,3,"3/22/2022, 9:25:56 AM"
f_sarshogh,@delara_aghdam اعتقاداتت شبیه منه😍,3,"3/22/2022, 9:25:40 AM"
arzu_ghz,آقایون خانوما منم ببرین سر قراراتون فقط میشینم بستنی میخورم نگاه میکنم 😍,13,"3/22/2022, 9:25:26 AM"
mali_rze,ملی هستم دانشجوی دکتری ژنتیک ،شیرازی هستم اما ساکن رشت بقیه موارد رو با هم صحبت میکنیم کام آن,19,"3/22/2022, 9:25:01 AM"
arzykiavar,@delara_aghdam @kiumarskiavar,2,"3/22/2022, 9:24:56 AM"
sanaeemhmd_jim,@shimayh 😂😂😂😂دستت درد نکنه,1,"3/22/2022, 9:27:26 AM"
zahra_mohamadi200,منم کنجاوم کامنت هارو بخونم 😂,0,"3/22/2022, 9:27:22 AM"
fayi__ze,@atapoursanaz روحت😂,1,"3/22/2022, 9:27:16 AM"
emrankarimizade,"سلام دوستان،من يه دوست خيلي ماه دارم،فارغ التحصيل رشته حقوق دانشگاه شيراز،فوق العاده بامعرفت و خيلي دوس داشتني،فقط روش نميشد كامنت بذاره،من گذاشتم،كسي خواست بگه بپيچم😂
@siavashghasemi_",53,"3/22/2022, 9:27:14 AM"
leavesinutumn,میدونم این پست مخصوص کسانی هست که دنبال جنس مکملشون هستند ولی من دنبال یه دوست همجنس خودم هستم، به شدت نیاز به دوست جدید دارم،سی و پنج سالمه ولی چهره و روحیاتم جوون تر از سن واقعیم هست،ساکن تهرانم، به موضوعات روانشناسی خیلی علاقه مندم،مثل بقیه آدمها از دیدن فیلم و سریال و شنیدن موسیقی و سیر و سیاحت لذت میبرم، اهل مشروب و سیگار نیستم،آدم شوخ طبعیم،دوست دارم یک یا چند تا دوست دختر خوب و باحال و پایه پیدا کنم که اوقات خوبی رو کنار هم داشته باشیم و دوستهای خوبی برای هم باشیم,31,"3/22/2022, 9:27:14 AM"
mehr_nooush,شما هم میتونی دست به کار بشی خانوم خیر :)) @maryam.v_v,1,"3/22/2022, 9:29:31 AM"
sadaf.next,با بیست و پنج سال سن ، ولی من هنوز از شروع  هر نوع رابطه ای میترسم..😢 چند تا مورد رو هم دیدم اما نتونستم پیام بدم☹️,9,"3/22/2022, 9:29:23 AM"
fnoor2020,مجله زن روز زمان شاه یه قسمتی داشت بنام یون ایران بیوگرافی میدادن چقدر هم ازدواج میکردن یاد اون افتادم,2,"3/22/2022, 9:29:18 AM"
