Username;Comment
soodabesarvestani;اگر هنوز مایل به کمک هستید ما از تولوز می خوایم بریم. من بلیت خودم و گرفتم ولی دوستان هنوز بخاطر گرونی بلیت نتونستن بلیت بگیرن
eliwaki;@royartin_ منم الهه هستم اگه اتوبوس هست میام منم رکلینگ هاوزن هستم
little_prince_kids_club;از نروژ کسی هست ؟
leila_sheikhansari;قسمتون میدم به خونهای ریخته شده برین ،صدای ما باشین
marmarenji;@raz.mousa @ma_asemaneabi
eliwaki;@royartin_ منم الهه هستم اگه اتوبوس هست میام منم رکلینگ هاوزن هستم
mitddgr;@ensiraoufi چشم پیدا شد کسی خبر میدم
mitddgr;@travel_with_nazila  چشم پیدا شد کسی خبر میدم
spring_girllll_;از نورنبرگ کسی میره ؟
eliwaki;@royartin_ منم میام اگه اتوبوس بگیرن از اسن الهه هستم.
eliwaki;@royartin_ منم میام اگه اتوبوس بگیرن از اسن الهه هستم.
bahareakrami;@mahroohoseinian به من پی وی مسیج بدید لطفا
_yellow.home_;@misha_sallami از کدوم شهر هستید؟ منم اگر بشه بهتون ملحق بشم.🙏🏼
marzyanaser;ما هم از انگلستان میریم ✌️زن زندگی آزادی
eliwaki;😍
assiiinajafi;کامنتارو میخونم و گریه میکنم هیچ وقت اینقدر متحد و همدل نبودیم با هم 🥹 ، من بایرنم خیلی دوست دارم برم بچه م یک سالشه و سرماخورده امیدوارم بهتر بشه حالش منم بتونم برم برلین
milad_khajezade;@mrs_zara_uk درود به شرفت 👏
momlife_swedishstyle;کسی از مالمو میره؟✌🏻
paniclay;"The truth is that they killed her.
Say her name. Be her voice
#mahsaamini #irarnprotests #nikashakarami #zahedan #sanandaj #زاهدان #سنندج #مهسا_امینی #اعتراضات_سراسری"
_zhr_ezti_;من از استکهلم دوست دارم برم ولی بلیت هواپیما برای شنبه صبح تا شب پیدا نکردم. اگر کسی کمکی میتونه بکنه ممنون میشم
milad_khajezade;@misha_sallami درود به شرفت 👏
_royaayoubi;از رم کسی هست دوستان؟
milad_khajezade;@maryam.beik6111 ماهمیشه باهم و‌کنارهم هستیم
paras2.fatemi;از دوسلدورف
pegi____pegi;كسي از بلژيك نميره ؟
maryam_norouzi1364;Leipzig
noushin.nature.lover;دوسلدورف
milad_khajezade;@leilasbo رمز پیروزیمون اتحادمونه 👏
iammahsanikahadis;@adineh_08 باید نظر حکومت های خارجی رو هم که این حرومزاده های آخوندا رو صفت چسبیدن هم برگردونیم و اطمینان پیدا کنن مثل ما که فردای بدون آخوند برای کشورهای اینها هم بهتره
milad_khajezade;@sahar.banaeiii حتما خیلیا هستن از پاریس
samirahh2004;ماهم قراره از لهستان با سه تا ماشین بریم بچه کوچیکم داریم ولی حتما میریم ✌🏻
milad_khajezade;@mehri_maria 👏
anna_abedi;دوستان کسی اینجا از گوتنبرگ هست منم بتونم باهاش همراه شم، من از کانادا میام
mahsas.musings;@adineh_08 be taktake shomaha too dakhele iran eftekhar mikonim. Baraye bare avale inja be hame ba eftekhar migam Iranian 💚🤍❤️
maryam_norouzi1364;از لایپزیگ قرار شده کل گروه ایرانیا باهم بیان برلین
negin_sabett;من لینز، اتریش هستم. کسی از اینجا میاد که من باهاش همراه بشم لطفا؟
marzi.re;دمتون گرم. حمایت شماها دلگرمی بزرگیه ✌️✌️✌️🕊🕊🕊
saeedbkh;@sahar.banaeiii من از پاریس میخوام برم و ماشین ندارم
bahareakrami;@monireh_otdi ساعت سه بعدازظهر
reza.zardoosh;جمعیت رو میلیونی کنیدددد🙏🙏🙏🙏🙏🙏🙏
rezakahdoeiii;@german.english.media سلام من و همسرم هم نزدیک فرایبورگ هستیم از چه طریق می‌رید؟ اگه مثلا همگی اتوبوس گرفتید و جای خالی دارید شاید ما هم بتونیم با شما بیایم
woman.life.freeeedom;از برن سوئیس  هستم لطفا اگه کسی بود خبر بدین
ma_asemaneabi;@marmarenji شما هم رم هستید ؟!‌
fari.sh.61;@h.a.m.i.d_1984
ma_asemaneabi;@raz.mousa من رم هستم ! فکنم نشه با هم هماهنگ کنیم !
__kleiner_stern_;منم هامبورگم کاش میشد اتوبوس کرایه کنیم
elmira1987brz;@nikmotta99 بلا بلا کار رو سرچ کن blabla car
nima_brothers;@ayshaylei منم از یونشوپینگم،میتونم جوین بشم؟
sahar.banaeiii;@saeedbkhبا ماشین هم زیاده  راهه و باید شب جایی بمونیم، نمیدونم این اپلیکیشن blablacarخوبه بریم؟ ن
fatima.hmi;کسی هست از مونیخ بره؟
mahsaa_ashoorii;صدای ما ایرانیان باشید، دوستتون دارم ، دم همگی گرم ، خیلی با شرفین، به وجودتون افتخار میکنم. ❤️
shafiansanaz;@shafiansanaz بچه ها من دارم با یکی از دوستام هماهنگ میکنم ببینم چیکار میتونه بکنه
ersal_bar81;هموطنانی مه آلمان هستین اگر صلاح میدونید خانه های خودتون رو در اختیار دوستانی که از سایر کشورهای اروپایی میان قرار بدین تا اینجوری افراد بیشتری بتونن شرکت کنن. #مهسا_امینی #حدیث_نجفی #نیکا_شاکرمی
srbh1724;@shafiansanaz کارت دانشجویی و بلیط قطارتو برا من بفرست من بهت رفاند می‌کنم . من سن فرانسیسکو هستم
h.a.m.i.d_1984;دوستان ما  هامبورگ هستیم چهار نفریم قصد اومدن ب برلین رو داریم اما مشکل ماشین هست اگه کسی هست ب ما خبر بده ممنونیم
nma_mah_sa;❤️❤️❤️❤️
azar_iran_tehran;من هم از هامبورگ ميام. خوشحال ميشم كه با بجه هاي هامبورگ حالا با با اتوبوس يا قطار با هم بريم. به اميد آزادي ايرانمون✌🏽✌🏽 💚🤍❤️✌🏽✌🏽
soodabesarvestani;از فرانسه تولوز یا شهرهای نزدیک کسی خواست بره به من پیام بده لطفا
s.farzanyar;منم لوند سوئدم ولی نمی‌تونم هزینه‌اشو بدم😞
srbh1724;@soodabesarvestani کپی کارت دانشجویی و بلیط قطار رو برا من بفرست من رفاند می‌کنم برا ۷ نفر
saeid_j_k;دارمشتات . سه نفر هستیم
haleh_jor;@adineh_08 ما همه با هم هستیم🥹❤️🤞🏻💪🏻
raha_foroughi99;ما از استراسبورگ میریم و قراره اتوبوس کرایه کنیم.
fsahami;@shafiansanaz به دو نفر میتونید کمک کنید؟ ما در المانیم و کرایه قطار برامون سنگینه ممنونم
zahrazarei123;❤️❤️❤️
f.gh9077;@jalal6039_s_s_f الان چند نفرو هماهنگ‌کردین؟
girl.rnf;دمتون گرم که به ما که تو ایرانیم دارید بزرگ ترین کمکو میکنید..
frauiran;دوستان توی آلمان از شهرتون bla bla بزنید و یا پیدا کنید به امید پیروزی
r.hamed.m;ما قرار بود از تولوز بیایم اما بلیطا ۲۷۰یورو هست قطارم گرونه و اتوبوسم ۲۴ساعت تو راهیم
anna_abedi;چجوری میرید ؟!
_melikastudio_;من احتمال خیلی زیاد از برمن میرم 🙌bremen
kamyar.shams;دوستان من دانشجو ام و میخوام از بوخوم برم برلین. وسیله نقلیه ندارم اگر کسی هست از بوخوم یا شهرای اطراف و جای خالی داره ممنون میشم اطلاع بده.
shafiansanaz;@fsahami کجای المان هستین؟
zeesoori;@__kleiner_stern_ بعد راننده اتوبوس از کجا بیاریم؟ 😅
royartin_;@eliwaki چند نفر هستید؟
janan.almasi;من دورتموند
royartin_;@inspiration_spring شما چند نفر هستید؟
__kleiner_stern_;خیلی از شهرها هماهنگ کردن ک باهم اتوبوس کرایه کنن
artemis__safari;👏👏👏👏👏👏
dena.mohebbi;اگر کسی بتونه بچه های ایتالیا رو ساپورت کنه من یه جماعتی میشناسم که بورسیه شون ته کشیده ولی مشتاقن برن
anna_abedi;@ayshaylei منم از گوتنبرگ هستم میتونم باهاتون بیام؟
bhrn.mnt;سلام، از ایتالیا کسی با ماشین میره منم بتونم جوین شم ؟
soodabesarvestani;ممنونم. چطور می تونم براتون بفرستم؟ پیامتون بسته است. البته بلیت قطار خیلی گرونتر از هواپیماست اگر وقت دارید یه چک کنید لطفا. تولوز برلین
sara.gsmn;برگامو، ايتاليا
hediehm;@ayshaylei کیا هستین از یوتبوری؟ منم میام 😭
_yellow.home_;@amandaa_asghari منم از بلژیکم، اگر ماشین پیدا کردی لطفا به من هم اطلاع بده. ممنونم
zeesoori;@__kleiner_stern_ راه حل خوبیه اگه میدونی چطور میشه اینکارو کرد بگو پیگیر شیم؟
r.hamed.m;"kundendialog@bahn.de این ایمیل راه اهن المان هست و متن زیر درخواست رایگان کردن بلیط

Sehr geehrte Damen und Herren,

die Stimmen der mutigen Frauen und Männer im Iran ist ohrenbetäubend.Seit 27 Tagen protestieren tausende Menschen in verschiedenen Städten im Iran und viele von ihnen werden täglich durch die Polizei und Militärorganisationen verhaftet oder erschossen. Aus Solidarität mit den mutigen Menschen im Iran haben dutzende Demonstrationen in fast 150 großen Städten weltweit stattgefunden.Daher rufen die hier lebenden Iraner:innen zu einer große Demonstration in Berlin auf,als Ausdruck der Solidarität mit dem iranischen Volk Daher bitten wir Sie, die Deutsche Bahn, um Hilfe. Wenn es möglich ist, ermöglichen Sie bitte für Iraner:innen am Tag der Demo, den 22.10.2022 eine unentgeltliche Hin- und Rückfahrt nach und von Berlin.
Deutschland und auch Sie haben immer wieder Solidarität mit anderen gezeigt, daher wären wir äußerst dankbar, wenn Sie uns Ihre Unterstüzung zusagen und unserer Bitte nachkommen.

Ich freue mich auf eine Rückmeldung von Ihnen und verbeleibe

mit freundlichen Grüßen"
_melikastudio_;کسی میدونه چه ساعتی شروع میشه ؟
maryamonsori;@mahdoooosh بکم بیشتر توضیح میدین من سرچ میکنم چیزی نمیاد
nimahabibivand;"از دورتموند, واسه ۲ نفر جا داریم
Aus Dortmund und haben 2 freie Plätze"
__kleiner_stern_;نمیدونم والا من پیشنهادمو دادم خودم از هامبورگ هستم
gol_pari922;ماسوئیس هستیم۳نفر گروهی هست همراهی کنه؟
arshyannn;@mrs_zara_uk لطفا بگید چه طور ما هم دوست داریم بریم قطار خیلی گرون بود
soodabesarvestani;@srbh1724 ممنونم.
ilnazaalla;از مالمو یا کپنهاگ کسی هست؟
keysinana_pet;ممنونیم ازتون 🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾
soodabesarvestani;@srbh1724 چطور براتون بفرستم؟ پیامتون بسته است. البته بلیت قطار خیلی گرونتر  از بلیت هواپیماست . تولوز برلین اگر چک کنید ممنون میشم.
srbh1724;@soodabesarvestani الان یه آدرس ایمیل میزارم به اون بفرست
fakhri.absh;🙌🙌🙌
r.hamed.m;@mitddgr بچه های تولوز و بردو و لیون داریم سعی میکنیم یک تعداد زیاد بشیم تا بلیط چارتر بگیریم اگر مونت پولیه هم بیان میتونیم به تعداد برسیم
oooooo147f;بچه ها ما از دارمشتات می‌خواهیم اتوبوس بگیرم  خودمون حدود پانزده تا هستیم شاید هم بیشتر بشیم کی دوست داره بپیونده پیام بده سریع
nastaran_fooladiii;چقد من با این کامنتا گریه کردم
ilnazaalla;@mahdoooosh بلیط چی هست؟ توضیح میدید لطفا؟
soodabesarvestani;@srbh1724 ممنون
r.hamed.m;@mitddgr بچه های تولوز و بردو و لیون داریم سعی میکنیم یک تعداد زیاد بشیم تا بلیط چارتر بگیریم اگر مونت پولیه هم بیان میتونیم به تعداد برسیم
mahdieh_jafariiiii;هزینه اجاره ماشین میدونید چقدره؟
fsahami;@shafiansanaz رکلین هوزن
r.hamed.m;https://t.me/+ryWBIwq5ZhY1MGM0لینک گروه هماهنگی بچه های جنوب فرانسه برای رفتن به برلین
hanif_ghaleh;@baha2r.m ما دو نفر از یوته‌بوری می‌خوایم بیایم. هنوز برای دو نفر جا باقی مونده؟
